customerID,gender,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8945-MUQUF,Male,Electronic check,94.8,4837.6,Yes
5656-MJEFC,Male,Credit card (automatic),48.15,2032.3,No
6082-OQFBA,Male,Mailed check,19.65,436.9,No
8051-HJRLT,Female,Electronic check,70.55,70.55,Yes
8974-OVACP,Female,Mailed check,20.15,20.15,No
4010-YLMVT,Female,Credit card (automatic),106.6,5893.95,No
1379-FRVEB,Male,Electronic check,91.0,1430.05,No
8612-GXIDD,Male,Bank transfer (automatic),25.4,313,No
6288-CHQJB,Female,Bank transfer (automatic),69.95,3871.85,No
8160-HOWOX,Female,Electronic check,66.85,458.1,No
3023-GFLBR,Female,Credit card (automatic),86.15,2745.7,Yes
6648-INWPS,Male,Electronic check,20.15,341.35,No
4223-BKEOR,Female,Mailed check,64.85,1336.8,No
4079-VTGLK,Male,Electronic check,74.85,2181.75,No
1763-WQFUK,Male,Mailed check,50.5,147.75,No
1391-UBDAR,Male,Electronic check,72.9,818.45,No
8894-JVDCV,Female,Credit card (automatic),115.05,7133.45,No
2023-VQFDL,Male,Electronic check,19.0,348.8,No
1345-GKDZZ,Male,Mailed check,19.55,128.6,No
2014-MKGMH,Female,Electronic check,101.1,4674.4,No
5628-FCGYG,Male,Electronic check,84.1,1737.45,No
2560-WBWXF,Male,Bank transfer (automatic),24.15,1498.85,No
0248-IPDFW,Female,Electronic check,50.1,50.1,No
7978-DKUQH,Female,Electronic check,74.6,1797.75,No
4335-UPJSI,Female,Mailed check,19.75,498.1,No
0524-IAVZO,Female,Electronic check,85.0,2624.25,Yes
2737-YNGYW,Female,Electronic check,80.55,184.1,Yes
1784-EZDKJ,Male,Bank transfer (automatic),106.8,5498.8,No
9297-FVVDH,Female,Electronic check,84.5,4845.4,No
8007-YYPWD,Female,Bank transfer (automatic),25.05,369.1,No
7101-HRBLJ,Female,Bank transfer (automatic),83.7,6096.9,No
5159-YFPKQ,Female,Electronic check,75.8,160.75,Yes
6635-CPNUN,Male,Credit card (automatic),96.6,2684.35,No
4021-RQSNY,Male,Electronic check,98.5,3004.15,Yes
5453-YBTWV,Male,Credit card (automatic),101.1,6994.8,No
5039-LZRQT,Female,Mailed check,20.2,273.25,No
2931-VUVJN,Female,Electronic check,94.05,5483.9,No
9061-TIHDA,Male,Electronic check,95.25,1233.65,Yes
8699-ASUFO,Male,Mailed check,74.4,527.9,Yes
6418-PIQSP,Female,Mailed check,81.0,4985.9,No
8220-OCUFY,Female,Electronic check,60.25,1258.35,No
3995-WFCSM,Female,Electronic check,60.85,111.4,No
1895-QTKDO,Female,Credit card (automatic),43.95,43.95,No
2038-OEQZH,Male,Electronic check,86.05,308.1,No
1178-PZGAB,Female,Credit card (automatic),20.25,383.65,No
7927-AUXBZ,Female,Electronic check,85.15,2555.9,Yes
2626-VEEWG,Male,Credit card (automatic),19.4,1284.2,No
2878-RMWXY,Male,Credit card (automatic),102.65,7550.3,No
1657-DYMBM,Male,Credit card (automatic),19.9,1110.05,No
7311-MQJCH,Female,Electronic check,19.55,99.6,No
7375-WMVMT,Male,Credit card (automatic),95.5,6707.15,No
1136-XGEQU,Female,Credit card (automatic),84.15,4164.4,No
2530-FMFXO,Male,Electronic check,103.2,5873.75,No
6844-DZKRF,Male,Credit card (automatic),50.2,109.25,No
4695-WJZUE,Female,Electronic check,88.55,179.25,Yes
7619-ODSGN,Male,Electronic check,54.75,1338.15,Yes
5970-GHJAW,Male,Credit card (automatic),19.95,862.4,No
8879-XUAHX,Male,Electronic check,116.25,8564.75,No
3689-MOZGR,Female,Electronic check,31.2,926.2,No
4195-PNGZS,Male,Bank transfer (automatic),24.45,1718.2,No
5003-XZWWO,Male,Credit card (automatic),84.2,5956.85,No
3988-RQIXO,Female,Electronic check,91.3,91.3,Yes
7622-FWGEW,Male,Bank transfer (automatic),85.65,4824.45,No
6922-NCEDI,Male,Mailed check,21.2,1238.65,No
2514-GINMM,Male,Electronic check,79.5,79.5,Yes
9891-NQDBD,Female,Mailed check,25.55,672.2,No
6131-IUNXN,Female,Mailed check,20.2,382.2,No
8548-AWOFC,Male,Electronic check,63.85,4264.6,No
9798-DRYDS,Female,Mailed check,61.95,1070.7,No
8532-UEFWH,Male,Mailed check,25.75,1345.85,No
6296-DDOOR,Female,Electronic check,58.2,1045.25,No
7951-VRDVK,Female,Bank transfer (automatic),85.85,3003.55,No
5931-FLJJF,Male,Mailed check,70.1,467.55,Yes
4815-YOSUK,Male,Credit card (automatic),104.9,7537.5,No
2659-VXMWZ,Male,Electronic check,111.3,7482.1,Yes
0380-NEAVX,Male,Electronic check,99.85,3343.15,No
3207-OYBWH,Male,Bank transfer (automatic),95.25,5427.05,Yes
4285-GYRQC,Female,Electronic check,86.25,587.1,Yes
7216-EWTRS,Female,Electronic check,100.8,100.8,Yes
4365-MSDYN,Male,Bank transfer (automatic),19.55,161.15,No
7036-TYDEC,Female,Electronic check,104.0,7028.5,No
5802-ADBRC,Female,Mailed check,104.4,5232.9,No
8076-FEZKJ,Male,Mailed check,19.5,225.85,No
5197-YPYBZ,Female,Credit card (automatic),25.25,274.7,No
8337-MSSXB,Female,Electronic check,86.3,1180.95,Yes
4312-GVYNH,Female,Bank transfer (automatic),49.85,3370.2,No
8495-LJDFO,Female,Bank transfer (automatic),108.95,7111.3,No
0839-JTCUD,Female,Credit card (automatic),89.9,5958.85,No
5494-WOZRZ,Female,Credit card (automatic),82.0,5999.85,No
1302-UHBDD,Male,Electronic check,89.95,1648.45,No
2234-EOFPT,Male,Bank transfer (automatic),79.35,5753.25,No
8619-IJNDK,Female,Credit card (automatic),64.05,4492.9,No
8378-LKJAF,Male,Credit card (automatic),101.15,3956.7,No
8182-BJDSI,Female,Electronic check,89.95,2625.55,Yes
2528-HFYZX,Male,Electronic check,76.45,1233.4,Yes
1153-GNOLC,Male,Electronic check,39.1,1309,No
3298-QEICA,Female,Mailed check,34.6,813.45,No
0788-DXBFY,Male,Electronic check,19.55,1108.8,No
3597-YASZG,Female,Bank transfer (automatic),104.45,7349.35,No
3496-LFSZU,Male,Electronic check,70.5,294.2,No
5242-UOWHD,Male,Mailed check,20.35,929.2,No
2482-CZGBB,Male,Electronic check,70.0,740,Yes
6479-SZPLM,Male,Credit card (automatic),19.45,754.5,No
8097-VBQTZ,Male,Mailed check,69.9,3883.3,No
4500-HKANN,Male,Mailed check,59.7,1414.2,No
9917-KWRBE,Female,Credit card (automatic),78.35,3211.2,No
3420-ZDBMA,Male,Mailed check,71.45,371.6,No
2212-LYASK,Male,Credit card (automatic),45.85,1246.4,No
1393-IMKZG,Female,Electronic check,95.85,95.85,No
8069-RHUXK,Female,Credit card (automatic),35.7,2545.7,No
3398-GCPMU,Female,Credit card (automatic),89.55,6448.85,No
2908-WGAXL,Female,Credit card (automatic),24.95,1468.9,No
3378-AJRAO,Male,Electronic check,24.85,1013.6,No
1013-QCWAM,Female,Electronic check,100.8,6690.75,No
0866-QLSIR,Female,Mailed check,64.4,2088.75,Yes
6050-FFXES,Female,Bank transfer (automatic),105.35,7240.65,No
7181-BQYBV,Female,Electronic check,102.45,102.45,Yes
0362-RAOQO,Female,Credit card (automatic),19.65,830.25,No
9554-DFKIC,Male,Bank transfer (automatic),54.45,1588.7,No
5527-ACHSO,Female,Mailed check,70.5,829.3,No
0829-DDVLK,Female,Credit card (automatic),20.1,302.45,No
1399-UBQIU,Male,Electronic check,69.35,712.25,No
1813-JLKWR,Female,Bank transfer (automatic),19.8,1336.65,No
0336-PIKEI,Male,Bank transfer (automatic),74.4,5360.75,No
7322-OCWHC,Male,Bank transfer (automatic),93.05,6735.05,No
9537-VHDTA,Female,Mailed check,51.2,51.2,No
4957-TIALW,Female,Credit card (automatic),65.6,1010,No
2054-PJOCK,Female,Credit card (automatic),80.55,4847.05,No
9150-HEPMB,Male,Mailed check,52.7,3019.7,No
9030-QGZNL,Female,Mailed check,20.85,161.65,No
6204-IEUXJ,Female,Credit card (automatic),80.1,217.55,Yes
3126-WQMGH,Female,Credit card (automatic),52.15,2583.75,No
4529-CKBCL,Female,Electronic check,80.2,146.05,Yes
2506-CLAKW,Female,Bank transfer (automatic),98.15,567.45,Yes
7176-WRTNX,Male,Bank transfer (automatic),114.95,7711.25,No
1583-IHQZE,Male,Mailed check,112.95,1384.75,Yes
5732-IKGQH,Male,Bank transfer (automatic),104.45,5481.25,No
9239-GZHZE,Female,Credit card (automatic),113.65,8124.2,No
7205-BAIAD,Female,Bank transfer (automatic),20.6,827.3,No
0151-ONTOV,Female,Mailed check,70.9,70.9,Yes
4140-MUHUG,Female,Electronic check,86.85,220.95,Yes
0093-EXYQL,Female,Electronic check,91.55,3673.6,No
8064-RAVOH,Male,Electronic check,49.85,49.85,No
0219-QAERP,Male,Credit card (automatic),19.8,576.65,No
0320-JDNQG,Male,Electronic check,99.85,2331.3,Yes
7180-PISOG,Male,Electronic check,74.5,74.5,Yes
9168-INPSZ,Female,Electronic check,104.15,4495.65,No
3571-RFHAR,Male,Electronic check,109.15,6941.2,Yes
0015-UOCOJ,Female,Electronic check,48.2,340.35,No
5334-AFQJB,Male,Credit card (automatic),25.1,1789.9,No
2754-SDJRD,Female,Credit card (automatic),100.15,908.55,No
9578-VRMNM,Female,Credit card (automatic),65.2,1043.35,Yes
1587-FKLZB,Male,Credit card (automatic),99.5,6822.15,Yes
6140-QNRQQ,Male,Mailed check,71.55,71.55,Yes
8963-JLGJT,Male,Mailed check,55.9,157.55,No
4307-KTUMW,Male,Electronic check,93.9,5029.2,Yes
1465-LNTLJ,Male,Credit card (automatic),64.4,581.7,No
5440-FLBQG,Male,Bank transfer (automatic),108.4,7318.2,Yes
2135-DQWAQ,Female,Mailed check,85.3,420.45,No
4056-QHXHZ,Female,Mailed check,107.45,7576.7,No
7470-MCQTK,Female,Bank transfer (automatic),48.75,633.4,Yes
7488-MXJIV,Female,Electronic check,85.65,321.65,Yes
7401-JIXNM,Female,Credit card (automatic),91.3,4965,No
9339-FIIJL,Male,Bank transfer (automatic),85.95,6151.9,No
2027-FECZV,Male,Electronic check,106.7,1253.9,Yes
2672-DZUOY,Male,Electronic check,25.15,25.15,Yes
4706-DGAHW,Male,Electronic check,45.2,45.2,No
3870-MQAMG,Female,Electronic check,110.35,5893.15,Yes
6670-MFRPK,Male,Credit card (automatic),79.2,5420.65,No
6177-PEVRA,Female,Credit card (automatic),55.5,2627.35,No
4800-CZMPC,Female,Credit card (automatic),103.25,5037.55,Yes
4813-HQMGZ,Female,Electronic check,90.25,743.75,No
7579-KKLOE,Male,Mailed check,91.25,6589.6,No
7377-DMMRI,Male,Electronic check,47.8,92.45,Yes
8402-EIVQS,Male,Credit card (automatic),100.9,6733.15,No
4947-DSMXK,Male,Bank transfer (automatic),97.7,3410,No
7245-NIIWQ,Female,Electronic check,69.85,199.85,No
0002-ORFBO,Female,Mailed check,65.6,593.3,No
3324-OIRTO,Male,Bank transfer (automatic),104.65,7288.4,No
5414-OFQCB,Male,Credit card (automatic),90.45,5229.8,No
4967-WPNCF,Male,Bank transfer (automatic),63.7,4464.8,No
8552-OBVRU,Female,Electronic check,104.5,5068.05,No
8499-BRXTD,Male,Mailed check,20.1,401.85,No
9154-QDGTH,Male,Credit card (automatic),104.3,4451.85,No
8197-BFWVU,Female,Bank transfer (automatic),93.25,6688.95,No
2577-GVSIL,Male,Bank transfer (automatic),73.45,2661.1,No
9367-OIUXP,Male,Mailed check,20.7,73.05,No
6770-UAYGJ,Female,Mailed check,25.25,1211.65,No
6463-HHXJR,Female,Bank transfer (automatic),100.5,7030.65,No
7928-VJYAB,Male,Electronic check,90.6,1020.2,No
1187-WILMM,Male,Credit card (automatic),89.4,5597.65,No
9776-OJUZI,Female,Bank transfer (automatic),95.45,6223.3,No
1306-RPWXZ,Female,Credit card (automatic),20.45,1024.65,No
8949-JTMAY,Female,Credit card (automatic),98.6,2933.2,Yes
2774-LVQUS,Female,Electronic check,83.05,1258.3,Yes
3097-PYWXL,Female,Electronic check,19.95,82.9,No
2266-SJNAT,Female,Credit card (automatic),109.15,7789.6,No
0869-PAPRP,Female,Credit card (automatic),85.7,2067,No
4238-JSSWH,Female,Bank transfer (automatic),102.05,3452.55,No
2972-YDYUW,Female,Electronic check,94.7,5468.95,No
1104-FEJAM,Male,Electronic check,64.4,1802.15,No
2809-ILCYT,Female,Mailed check,26.8,733.55,No
5499-ECUTN,Female,Credit card (automatic),66.05,3021.45,No
4981-FLTMF,Female,Bank transfer (automatic),65.2,3687.85,No
9121-PHQSR,Male,Credit card (automatic),85.05,1391.15,No
3113-IWHLC,Male,Mailed check,55.8,274.35,No
3211-ILJTT,Male,Bank transfer (automatic),70.4,1214.05,Yes
4612-THJBS,Female,Bank transfer (automatic),104.75,5510.65,Yes
4277-BWBML,Male,Bank transfer (automatic),19.95,1322.85,No
4094-NSEDU,Female,Electronic check,94.25,1973.75,Yes
0234-TEVTT,Female,Credit card (automatic),45.0,2196.3,No
4304-TSPVK,Female,Bank transfer (automatic),114.9,7843.55,No
1552-AAGRX,Female,Bank transfer (automatic),106.4,3211.9,No
2637-FKFSY,Female,Mailed check,46.1,130.15,No
9796-MVYXX,Female,Mailed check,39.7,692.35,No
7874-ECPQJ,Female,Bank transfer (automatic),20.05,85.5,No
0020-INWCK,Female,Credit card (automatic),95.75,6849.4,No
7089-RKVSZ,Male,Mailed check,24.4,203.95,No
2683-JXWQQ,Male,Bank transfer (automatic),33.6,2117.2,No
9548-ZMVTX,Male,Bank transfer (automatic),90.45,6565.85,No
8739-XNIKG,Female,Electronic check,84.0,424.75,No
9755-JHNMN,Female,Bank transfer (automatic),67.4,3306.85,No
3981-QSVQI,Male,Bank transfer (automatic),19.7,168.9,No
2789-HQBOU,Male,Electronic check,80.35,253.8,No
9424-CMPOG,Male,Mailed check,19.6,197.4,No
5067-WJEUN,Male,Bank transfer (automatic),54.2,3838.2,No
3450-WXOAT,Male,Credit card (automatic),45.2,2065.15,No
9251-WNSOD,Female,Mailed check,75.1,5064.45,No
6974-DAFLI,Female,Electronic check,19.7,1140.05,No
2616-UUTFK,Male,Bank transfer (automatic),72.75,2447.45,No
7064-JHXCE,Male,Credit card (automatic),20.05,1263.9,No
5103-MHMHY,Female,Mailed check,45.95,45.95,Yes
7989-AWGEH,Male,Electronic check,39.2,1838.15,No
4373-VVHQL,Male,Electronic check,44.75,44.75,No
4559-UWIHT,Male,Electronic check,82.65,1185,No
7268-IGMFD,Male,Bank transfer (automatic),93.9,1743.9,No
1846-XWOQN,Female,Electronic check,70.15,70.15,Yes
0235-KGSLC,Female,Credit card (automatic),85.55,85.55,Yes
6650-BWFRT,Female,Credit card (automatic),117.15,8529.5,No
9570-KYEUA,Male,Credit card (automatic),99.25,6549.45,No
6993-YGFJV,Male,Bank transfer (automatic),112.55,7806.5,No
2712-SYWAY,Female,Electronic check,25.7,25.7,No
0730-BGQGF,Male,Credit card (automatic),90.3,6287.3,No
5498-IBWPI,Female,Credit card (automatic),49.4,3251.85,No
9101-NTIXF,Male,Mailed check,19.4,50.6,No
0013-SMEOE,Female,Bank transfer (automatic),109.7,7904.25,No
9314-QDMDW,Male,Electronic check,61.25,729.95,No
9308-ANMVE,Male,Electronic check,55.3,2654.05,No
2884-GBPFB,Female,Electronic check,70.3,2416.55,Yes
3757-NJYBX,Male,Bank transfer (automatic),106.35,3520.75,Yes
3413-DHLPB,Male,Bank transfer (automatic),103.75,5969.95,No
7649-PHJVR,Male,Mailed check,19.5,226.8,No
6114-TCFID,Female,Credit card (automatic),39.5,1082.75,No
3787-TRIAL,Male,Electronic check,26.05,565.75,No
2573-GYRUU,Male,Credit card (automatic),91.05,4370.75,No
5156-UMKOW,Female,Mailed check,29.65,90.05,No
1247-QBVSH,Female,Mailed check,50.2,2169.4,No
6734-GMPVK,Male,Electronic check,105.3,550.6,No
9822-OAOVB,Female,Electronic check,55.45,55.45,No
6161-ERDGD,Male,Electronic check,85.45,6300.85,No
1226-JZNKR,Female,Electronic check,19.8,160.05,No
7318-EIVKO,Male,Electronic check,59.25,436.6,No
3771-PZOBW,Male,Credit card (automatic),90.7,1781.35,No
5136-KCKGI,Female,Mailed check,103.7,3467,Yes
8231-BSWXX,Male,Credit card (automatic),79.05,5552.5,No
6486-LHTMA,Female,Electronic check,90.7,2835.5,No
4083-BFNYK,Female,Credit card (automatic),95.0,3591.25,No
3722-WPXTK,Male,Electronic check,88.35,88.35,Yes
7389-KBFIT,Female,Mailed check,30.25,63.75,No
7176-WIONM,Female,Bank transfer (automatic),49.85,617.15,No
5141-ZUVBH,Female,Bank transfer (automatic),93.0,870.25,No
1089-HDMKP,Male,Electronic check,54.55,601.25,No
7623-HKYRK,Male,Mailed check,19.7,111.65,No
0310-SUCIN,Female,Bank transfer (automatic),84.8,6046.1,No
5197-PYEPU,Female,Credit card (automatic),94.45,3923.8,No
2929-ERCFZ,Female,Electronic check,94.2,777.3,Yes
7548-SEPYI,Female,Electronic check,96.25,512.45,Yes
8835-VSDSE,Female,Electronic check,70.7,141.45,Yes
6619-RPLQZ,Female,Mailed check,20.85,892.15,No
3275-RHRNE,Male,Credit card (automatic),60.0,1682.05,No
3503-TYDAY,Female,Electronic check,80.45,3398.9,No
6901-GOGZG,Male,Electronic check,84.95,4984.85,No
1623-NLDOT,Female,Mailed check,33.55,1445.3,Yes
7021-XSNYE,Male,Credit card (automatic),49.65,305.55,No
9621-OUPYD,Female,Bank transfer (automatic),20.2,507.9,No
9898-KZQDZ,Female,Credit card (automatic),94.55,3640.45,Yes
8982-NHAVY,Male,Bank transfer (automatic),100.5,2673.45,No
4307-KWMXE,Male,Electronic check,35.75,389.8,No
0141-YEAYS,Female,Bank transfer (automatic),86.45,2401.05,No
2450-ZKEED,Female,Bank transfer (automatic),53.8,651.55,No
3694-DELSO,Male,Credit card (automatic),38.55,156.1,No
3893-JRNFS,Male,Bank transfer (automatic),39.9,2796.35,No
9603-OAIHC,Male,Electronic check,70.05,70.05,No
1133-KXCGE,Female,Mailed check,20.1,407.05,No
5236-PERKL,Female,Bank transfer (automatic),112.95,6465,Yes
0142-GVYSN,Male,Electronic check,20.3,511.25,No
1049-FYSYG,Female,Credit card (automatic),35.65,646.05,No
7854-FOKSF,Male,Electronic check,35.9,35.9,Yes
2519-FAKOD,Male,Bank transfer (automatic),99.25,3777.15,Yes
8406-LNMHF,Male,Credit card (automatic),82.95,4903.15,No
1821-BUCWY,Male,Mailed check,55.65,1653.85,No
8263-JQAIK,Male,Mailed check,24.45,47.5,Yes
0023-UYUPN,Female,Electronic check,25.2,1306.3,No
8314-DPQHL,Male,Mailed check,50.8,463.6,No
1465-WCZVT,Female,Mailed check,19.65,60.65,No
9481-SFCQY,Female,Credit card (automatic),59.8,824.85,No
6360-SVNWV,Female,Credit card (automatic),73.55,2094.65,No
0567-GGCAC,Female,Electronic check,61.4,438.9,No
7089-IVVAZ,Female,Bank transfer (automatic),103.35,847.3,Yes
8884-MRNSU,Male,Bank transfer (automatic),19.9,329.75,No
2171-UDMFD,Male,Credit card (automatic),19.45,674.55,No
9050-IKDZA,Female,Mailed check,81.5,162.55,No
2205-YMZZJ,Male,Electronic check,84.8,546.95,Yes
9802-CAQUT,Female,Credit card (automatic),109.55,7887.25,No
1254-IZEYF,Female,Electronic check,99.95,3186.65,Yes
0187-WZNAB,Female,Mailed check,74.4,1972.35,No
9492-TOKRI,Female,Credit card (automatic),90.0,1527.35,Yes
1475-VWVDO,Male,Electronic check,74.9,490.55,No
9221-OTIVJ,Female,Electronic check,104.85,1531.4,Yes
1357-MVDOZ,Male,Bank transfer (automatic),59.65,683.25,No
7602-MVRMB,Female,Bank transfer (automatic),110.45,8058.85,No
3325-FUYCG,Male,Electronic check,106.1,2847.4,Yes
5908-QMGOE,Male,Credit card (automatic),74.2,1133.9,Yes
1197-BVMVG,Female,Electronic check,74.45,294.45,No
5406-KGRMX,Female,Electronic check,24.55,1719.15,No
8481-YYXWG,Female,Electronic check,89.35,461.7,Yes
5968-HYJRZ,Male,Mailed check,24.55,1160.45,No
5198-EFNBM,Male,Electronic check,90.65,5199.8,No
7516-GMHUV,Male,Credit card (automatic),105.05,5163.3,No
7140-ADSMJ,Male,Credit card (automatic),20.45,162.3,No
2230-XTUWL,Female,Mailed check,19.55,883.35,No
7706-YLMQA,Female,Bank transfer (automatic),19.7,1341.5,No
2585-KTFRE,Male,Bank transfer (automatic),70.45,70.45,No
7994-UYIVZ,Male,Bank transfer (automatic),85.65,659.45,No
2609-IAICY,Female,Electronic check,77.15,77.15,Yes
1740-CSDJP,Male,Bank transfer (automatic),35.25,35.25,Yes
7717-BICXI,Male,Mailed check,20.55,1205.05,No
6559-RAKOZ,Male,Electronic check,97.95,4917.9,No
2636-OHFMN,Male,Electronic check,48.55,201,Yes
4716-MRVEN,Female,Mailed check,20.0,599.3,No
2143-LJULT,Female,Credit card (automatic),25.25,1733.15,No
1323-OOEPC,Female,Credit card (automatic),98.4,5149.5,Yes
3200-MNQTF,Male,Credit card (automatic),70.9,4677.1,No
6164-HXUGH,Female,Mailed check,19.85,119.3,No
5630-IXDXV,Female,Electronic check,106.35,4849.1,No
0320-DWVTU,Female,Mailed check,99.5,5424.25,No
9135-MGVPY,Male,Mailed check,84.7,5878.9,No
1212-GLHMD,Male,Mailed check,86.05,244.85,No
7878-JGDKK,Male,Mailed check,44.55,220.75,No
1088-AUUZZ,Male,Credit card (automatic),75.85,4261.2,No
0397-GZBBC,Male,Bank transfer (automatic),93.85,5574.75,Yes
6614-YWYSC,Male,Bank transfer (automatic),25.0,1501.75,No
9588-OZDMQ,Female,Electronic check,45.0,89.75,No
7641-EUYET,Male,Electronic check,100.7,4541.2,Yes
6476-EPYZR,Male,Mailed check,20.5,255.5,No
9921-ZVRHG,Female,Electronic check,80.45,1072,Yes
1174-FGIFN,Female,Electronic check,90.45,2509.25,No
6620-HVDUJ,Male,Bank transfer (automatic),60.45,1440.75,No
4701-MLJPN,Male,Electronic check,55.25,1715.65,Yes
1032-MAELW,Female,Electronic check,78.45,5333.35,No
7641-TQFHN,Male,Mailed check,100.55,3895.35,No
1552-TKMXS,Female,Credit card (automatic),20.35,869.9,No
9206-GVPEQ,Male,Electronic check,54.45,706.85,Yes
8622-ZLFKO,Female,Electronic check,90.75,512.25,No
1596-BBVTG,Male,Credit card (automatic),75.35,2636.05,Yes
6188-UXBBR,Female,Credit card (automatic),20.25,814.75,No
2333-KWEWW,Male,Credit card (automatic),20.05,388.6,No
5702-SKUOB,Female,Mailed check,19.6,93.45,No
1134-YWTYF,Male,Electronic check,53.8,1389.85,No
6061-GWWAV,Male,Mailed check,70.2,2894.55,No
0679-TDGAK,Male,Electronic check,75.5,4025.6,No
6585-WCEWR,Male,Electronic check,20.35,1354.4,No
9067-YGSCA,Female,Credit card (automatic),26.05,1856.4,No
9067-SQTNS,Male,Bank transfer (automatic),20.6,926,No
8433-WXGNA,Male,Electronic check,75.7,189.2,Yes
1776-SPBWV,Female,Bank transfer (automatic),20.1,682.1,No
8735-SDUFN,Female,Bank transfer (automatic),24.3,1778.7,No
9668-PUGNU,Male,Electronic check,24.5,1816.2,No
9405-GPBBG,Female,Credit card (automatic),110.5,7069.25,No
1926-QUZNN,Female,Bank transfer (automatic),25.25,1841.2,No
3707-GNWHM,Male,Mailed check,74.25,74.25,Yes
7016-NVRIC,Male,Bank transfer (automatic),90.1,2656.7,No
5829-NVSQN,Female,Bank transfer (automatic),68.75,1689.45,No
9565-AXSMR,Male,Mailed check,19.2,1054.75,No
8922-LIEGH,Female,Electronic check,89.7,2187.55,Yes
8869-LIHMK,Female,Bank transfer (automatic),115.1,7334.05,No
8245-UMPYT,Female,Electronic check,96.4,1581.2,Yes
5186-SAMNZ,Male,Bank transfer (automatic),69.5,69.5,Yes
0447-RXSGD,Male,Bank transfer (automatic),99.65,2404.85,No
4927-WWOOZ,Male,Electronic check,91.45,171.45,No
5788-YPOEG,Female,Mailed check,84.75,2839.45,No
5373-SFODM,Male,Credit card (automatic),85.25,3132.75,Yes
0661-KBKPA,Male,Mailed check,78.75,3942.45,No
9081-WWXKP,Female,Credit card (automatic),20.25,873.4,No
0784-ZQJZX,Male,Credit card (automatic),19.9,1529.65,No
3133-PZNSR,Male,Credit card (automatic),97.75,6991.6,No
5766-ZJYBB,Male,Mailed check,19.4,19.4,Yes
8931-GJJIQ,Female,Electronic check,83.3,803.3,Yes
4277-PVRAN,Female,Bank transfer (automatic),80.1,679.3,Yes
0022-TCJCI,Male,Credit card (automatic),62.7,2791.5,Yes
0722-SVSFK,Female,Electronic check,100.4,715,No
3612-YVGSJ,Female,Credit card (automatic),24.45,1681.6,No
9825-YCXWZ,Female,Bank transfer (automatic),101.1,4016.2,No
5397-NSKQG,Male,Credit card (automatic),50.9,3281.65,No
